"","query","lat","lon","lat_min","lat_max","lon_min","lon_max","place_id","osm_type","osm_id","place_rank","display_name","class","type","importance","icon"
"53","Gonda, India",27.1096669,81.9183291218813,26.7813228,27.4384408,81.5147975,82.613368,"258730349","relation","1959699","10","Gonda, Uttar Pradesh, India","boundary","administrative","0.71686821744635","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"54","Patna, India",25.6093239,85.1235252,25.4493239,25.7693239,84.9635252,85.2835252,"4315773","node","509907130","16","Patna, Patna Rural, Patna, Bihar, 800001, India","place","city","0.8120547827878","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"55","Patna, India",25.6093239,85.1235252,25.4493239,25.7693239,84.9635252,85.2835252,"4315773","node","509907130","16","Patna, Patna Rural, Patna, Bihar, 800001, India","place","city","0.8120547827878","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"56","Patna, India",25.6093239,85.1235252,25.4493239,25.7693239,84.9635252,85.2835252,"4315773","node","509907130","16","Patna, Patna Rural, Patna, Bihar, 800001, India","place","city","0.8120547827878","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"57","Patna, India",25.6093239,85.1235252,25.4493239,25.7693239,84.9635252,85.2835252,"4315773","node","509907130","16","Patna, Patna Rural, Patna, Bihar, 800001, India","place","city","0.8120547827878","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"58","Patna, India",25.6093239,85.1235252,25.4493239,25.7693239,84.9635252,85.2835252,"4315773","node","509907130","16","Patna, Patna Rural, Patna, Bihar, 800001, India","place","city","0.8120547827878","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"59","Patna, India",25.6093239,85.1235252,25.4493239,25.7693239,84.9635252,85.2835252,"4315773","node","509907130","16","Patna, Patna Rural, Patna, Bihar, 800001, India","place","city","0.8120547827878","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"60","Mairwa, India",26.2386392,84.1627065770337,26.1878681,26.2891442,84.1058432,84.2438507,"259516085","relation","10253971","12","Mairwa, Siwan, Bihar, 841239, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"61","Vishakhapatnam, India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Patna, India",25.6093239,85.1235252,25.4493239,25.7693239,84.9635252,85.2835252,"4315773","node","509907130","16","Patna, Patna Rural, Patna, Bihar, 800001, India","place","city","0.8120547827878","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"63","Uttar Pradesh, India",27.1303344,80.859666,23.8706272,30.4063828,77.0838761,84.6345091,"258731055","relation","1942587","8","Uttar Pradesh, India","boundary","administrative","0.97851130320284","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"64","Chandigarh, India",30.7334421,76.7797143,30.5734421,30.8934421,76.6197143,76.9397143,"1993376","node","342117043","16","Chandigarh, 160018, India","place","city","0.82795917294595","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"65","Noida, India",28.5707841,77.3271074,28.4107841,28.7307841,77.1671074,77.4871074,"304032052","node","313255437","16","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India","place","city","0.67833656527123","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"66","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"67","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"68","Panvel, India",18.96558885,73.1028813058249,18.8055576,19.1260162,72.9517239,73.2805797,"259740007","relation","10353552","12","Panvel, Raigad, Maharashtra, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"69","Falna, India",25.2335457,73.2354341,25.1935457,25.2735457,73.1954341,73.2754341,"18699920","node","1944064492","18","Falna, Bali Tehsil, Pali, Rajasthan, India","place","town","0.53356076917903","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_town.p.20.png"
"70","Jodhpur, India",26.2967719,73.0351433,26.2059842,26.3536661,72.9485753,73.0888716,"97575583","way","31725312","16","Jodhpur, Jodhpur Tehsil, Jodhpur District, Rajasthan, India","place","city","0.73043811768589","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"71","Bihar Sharif",25.193859,85.5208617,25.033859,25.353859,85.3608617,85.6808617,"633970","node","245730395","16","Bihar Sharif, Bihar, Nalanda, Bihar, 811105, India","place","city","0.59520097019908","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"72","Hayathnagar, India",17.3281147,78.6045399,17.3081147,17.3481147,78.5845399,78.6245399,"14055271","node","1323176693","19","Hayathnagar, Ward 12 Mansoorabad, Anamagal Hayathnagar, Hyderabad, Hayathnagar mandal, Rangareddy, Telangana, 501505, India","place","suburb","0.550717976781","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png"
"73","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"74","Bihar, India",25.6440845,85.906508,24.2857164,27.521635,83.3212566,88.2982349,"257454049","relation","1958982","8","Bihar, India","boundary","administrative","0.85937780988039","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"75","Rajendra Nagar, India",25.6030053,85.1623397,25.5980053,25.6080053,85.1573397,85.1673397,"82555542","node","8026641158","30","Rajendra Nagar, Kumhrar Road, Rajendra Nagar, Patna, Patna Rural, Patna, Bihar, 800001, India","railway","station","0.64270171949759","https://nominatim.openstreetmap.org/ui/mapicons//transport_train_station2.p.20.png"
"76","Jodhpur, India",26.2967719,73.0351433,26.2059842,26.3536661,72.9485753,73.0888716,"97575583","way","31725312","16","Jodhpur, Jodhpur Tehsil, Jodhpur District, Rajasthan, India","place","city","0.73043811768589","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"77","Jasola Vihar / Shaheen Bagh Metro Station",28.5458279,77.2966578,28.5408279,28.5508279,77.2916578,77.3016578,"33797615","node","2833058723","30","Jasola Vihar Shaheen Bagh, Abul Fazal Road, Jasola, Sarita Vihar Tehsil, South East Delhi, Delhi, 110025, India","railway","station","0.411","https://nominatim.openstreetmap.org/ui/mapicons//transport_train_station2.p.20.png"
"78","Haveli, India",18.51051985,74.0609353177903,18.2815183,18.7394592,73.6346625,74.1960811,"259780549","relation","10351627","12","Haveli, Pune District, Maharashtra, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"79","Begusarai, India",25.5127194,86.0905710914002,25.2492374,25.7757983,85.7355451,86.5139437,"257404530","relation","1963174","10","Begusarai, Bihar, India","boundary","administrative","0.77416388634196","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"80","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"81","Panchkula, India",30.61621645,77.0419780432187,30.4484326,30.7871086,76.8250405,77.1758437,"259838770","relation","10393342","12","Panchkula, Haryana, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"82","Hyderabad, India",17.38878595,78.4610647345315,17.2931295,17.4843058,78.3819883,78.5563157,"258735979","relation","7255986","10","Hyderabad, Telangana, India","boundary","administrative","0.58578176929787","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"83","Ahmadabad City, India",23.0216238,72.5797068,22.8616238,23.1816238,72.4197068,72.7397068,"629316","node","245711197","16","Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India","place","city","0.87337455826541","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"84","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"85","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"86","Lucknow, India",26.8381,80.9346001,26.6781,26.9981,80.7746001,81.0946001,"611188","node","245753718","16","Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India","place","city","0.81021474733207","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"87","Begusarai, India",25.5127194,86.0905710914002,25.2492374,25.7757983,85.7355451,86.5139437,"257404530","relation","1963174","10","Begusarai, Bihar, India","boundary","administrative","0.77416388634196","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"88","Ghaziabad, India",28.711241,77.4445372,28.6079024,28.9281295,77.1992428,77.7079081,"258342137","relation","1958054","10","Ghaziabad, Uttar Pradesh, India","boundary","administrative","0.71804257012702","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"89","Jaipur, India",26.9154576,75.8189817,26.7554576,27.0754576,75.6589817,75.9789817,"1285344","node","315734346","16","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","place","city","0.77838129551265","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"90","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"91","Sanganer, India",25.373848,74.6680641,25.353848,25.393848,74.6480641,74.6880641,"84906471","node","8191271809","19","Sanganer, Bhilwara Tehsil, Bhilwara, Rajasthan, 311011, India","place","village","0.495","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png"
"92","Bhopal, India",23.2584857,77.401989,23.0984857,23.4184857,77.241989,77.561989,"610705","node","245712627","16","Bhopal, Madhya Pradesh, 462001, India","place","city","0.75330189218004","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"93","North Lakhimpur, India",27.1609011,94.1626680111561,26.9609398,27.3613951,93.986577,94.2782306,"259836397","relation","10054864","12","North Lakhimpur, Assam, Lakhimpur, India","boundary","administrative","0.77","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"94","Mokameh, India",25.4058043,85.8915542530401,25.2971648,25.5140362,85.8180713,86.0692763,"259686408","relation","10266135","12","Mokameh, Patna, Bihar, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"95","Gurgaon, India",28.42826235,77.0027001465775,28.3153915,28.5409048,76.8656338,77.1265409,"259030768","relation","10398244","12","Gurgaon, Gurugram, Haryana, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"96","Ludhiana, India",30.9090157,75.851601,30.7490157,31.0690157,75.691601,76.011601,"42304359","node","3203442516","16","Ludhiana, Ludhiana (West) Tahsil, Ludhiana, Punjab, 141008, India","place","city","0.72800462984223","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"97","Purnia, India",26,87.5,25.3,26.7,86.8,88.2,"1287523","node","316417047","12","Purnia, Araria, Bihar, India","place","county","0.67",NA
"98","Amritsar, India",31.6343083,74.8736788,31.4743083,31.7943083,74.7136788,75.0336788,"627805","node","245772397","16","Amritsar, Amritsar I Tahsil, Amritsar, Punjab, 143001, India","place","city","0.75526133100667","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"99","Valsad, India",20.4324018,73.1411715553577,20.1195321,20.7446363,72.7375173,73.4939432,"258360202","relation","1952532","10","Valsad, Gujarat, India","boundary","administrative","0.67255309950087","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"100","Faizabad, India",26.63807555,82.0590243437862,26.4068805,26.8699821,81.5432738,82.478176,"258491745","relation","1959788","10","Faizabad, Uttar Pradesh, India","boundary","administrative","0.71270758130424","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
