"","query","lat","lon","lat_min","lat_max","lon_min","lon_max","place_id","osm_type","osm_id","place_rank","display_name","class","type","importance","icon"
"20","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"21","Bengaluru South, India",12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,"259821390","relation","7902476","16","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","boundary","administrative","0.82943482389756","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"22","Jaipur, India",26.9154576,75.8189817,26.7554576,27.0754576,75.6589817,75.9789817,"1285344","node","315734346","16","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","place","city","0.77838129551265","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"23","Andhra Pradesh, India",15.9240905,80.1863809,12.6227232,19.1663296,76.7611312,84.7647411,"259012358","relation","2022095","8","Andhra Pradesh, India","boundary","administrative","0.9534753044048","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"24","Egmore Nungambakkam, India",13.07230965,80.2513380999225,13.072043,13.0725386,80.2507097,80.2519663,"142130358","way","217685948","30","Egmore - Nungambakkam Taluk Office, Venugopal Avenue, Egmore, Ward 61, Zone 5 Royapuram, Chennai, Chennai District, Tamil Nadu, 600 006, India","amenity","public_building","0.321",NA
"25","Ludhiana, India",30.9090157,75.851601,30.7490157,31.0690157,75.691601,76.011601,"42304359","node","3203442516","16","Ludhiana, Ludhiana (West) Tahsil, Ludhiana, Punjab, 141008, India","place","city","0.72800462984223","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"26","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"27","Gurgaon, India",28.42826235,77.0027001465775,28.3153915,28.5409048,76.8656338,77.1265409,"259030768","relation","10398244","12","Gurgaon, Gurugram, Haryana, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"28","Greater Noida, India",28.4670734,77.5137649,28.3070734,28.6270734,77.3537649,77.6737649,"6447921","node","712869911","16","Greater Noida, Gautam Buddha Nagar, Uttar Pradesh, 201310, India","place","city","0.72586994762194","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"29","Goa, India",15.3004543,74.0855134,12.7004543,17.9004543,71.4855134,76.6855134,"21420671","node","2237699941","8","Goa, India","place","state","0.84878506312041",NA
"30","Madhya Pradesh, India",23.8143419,77.5340719,21.070805,26.8691393,74.0302991,82.8096437,"258891379","relation","1950071","8","Madhya Pradesh, India","boundary","administrative","0.94943553073439","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"31","Kolkata, India",22.5414185,88.3576912438887,22.4503235,22.6325362,88.2406237,88.4589549,"259838636","relation","10371838","12","Kolkata, Howrah, West Bengal, India","boundary","administrative","0.85403853462783","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"32","Ajmer, India",26.4691,74.639,26.3916605,26.517713,74.591603,74.6871666,"93590415","way","22826534","16","Ajmer, Ajmer Tehsil, Ajmer, Rajasthan, India","place","city","0.7041082712961","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"33","Bengaluru South, India",12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,"259821390","relation","7902476","16","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","boundary","administrative","0.82943482389756","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"34","Upleta, India",21.7466811,70.2821426,21.7416811,21.7516811,70.2771426,70.2871426,"10635453","node","1063791657","30","Upleta, SH97, Upleta, Upleta Taluka, Rajkot, Gujarat, 360490, India","railway","station","0.53866933453123","https://nominatim.openstreetmap.org/ui/mapicons//transport_train_station2.p.20.png"
"35","Haveli, India",18.51051985,74.0609353177903,18.2815183,18.7394592,73.6346625,74.1960811,"259780549","relation","10351627","12","Haveli, Pune District, Maharashtra, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"36","Pune, India",18.521428,73.8544541,18.429497,18.6208699,73.7498473,74.020214,"259469695","relation","10351626","12","Pune City, Pune District, Maharashtra, India","boundary","administrative","0.79935827969154","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"37","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"38","Bijnor, India",29.40604895,78.4808783991788,29.0181361,29.7960279,77.9846906,78.9426726,"258892503","relation","1958009","10","Bijnor, Uttar Pradesh, India","boundary","administrative","0.774660523996","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"39","Allahabad Outer, India",28.5480885,77.2510976,28.5480385,28.5481385,77.2510476,77.2511476,"75924977","node","7021447914","30","Allahabad Bank, Outer Ring Road, Govindpuri, Kalkaji Tehsil, South East Delhi, Delhi, 110019, India","amenity","bank","0.311","https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png"
"40","Patan,gujarat",23.77405735,71.6837346566873,23.3926507,24.1545365,71.0339723,72.4815487,"258885204","relation","1950801","10","Patan, Gujarat, India","boundary","administrative","0.6623933265031","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"41","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"42","Kolkata, India",22.5414185,88.3576912438887,22.4503235,22.6325362,88.2406237,88.4589549,"259838636","relation","10371838","12","Kolkata, Howrah, West Bengal, India","boundary","administrative","0.85403853462783","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"43","Dehradun, India",30.3255646,78.0436813,30.1655646,30.4855646,77.8836813,78.2036813,"1159468","node","299531301","16","Dehradun, Uttarakhand, 248001, India","place","city","0.80809730432799","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"44","Madhya Pradesh, India",23.8143419,77.5340719,21.070805,26.8691393,74.0302991,82.8096437,"258891379","relation","1950071","8","Madhya Pradesh, India","boundary","administrative","0.94943553073439","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"45","Vododara, India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Gurgaon, India",28.42826235,77.0027001465775,28.3153915,28.5409048,76.8656338,77.1265409,"259030768","relation","10398244","12","Gurgaon, Gurugram, Haryana, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"47","Greater Faridabad, India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Tamil Nadu, India",10.9094334,78.3665347,8.0768938,13.5625238,76.2328863,80.3592991,"258585903","relation","96905","8","Tamil Nadu, India","boundary","administrative","0.97140229929741","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"49","Greater Faridabad, India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"51","Gurgaon, India",28.42826235,77.0027001465775,28.3153915,28.5409048,76.8656338,77.1265409,"259030768","relation","10398244","12","Gurgaon, Gurugram, Haryana, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"52","Greater Faridabad, India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Bengaluru, India",12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,"259821390","relation","7902476","16","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","boundary","administrative","0.82943482389756","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"54","Daskroi, India",22.95840725,72.7185242951541,22.8051692,23.1649627,72.4222182,72.84115,"259480748","relation","9661743","12","Daskroi Taluka, Ahmedabad District, Gujarat, India","boundary","administrative","0.66","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"55","Surat, India",21.1864607,72.8081281,21.0264607,21.3464607,72.6481281,72.9681281,"34096586","node","2846237708","16","Surat, Gujarat, 395001, India","place","city","0.7458283797998","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"56","Gujarat, India",22.3850008,71.7452633,20.1195321,24.7112627,68.1856152,74.4757604,"258337624","relation","1949080","8","Gujarat, India","boundary","administrative","0.86148013953244","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"57","Jalandhar, India",31.29201065,75.5680577225391,30.968131,31.617172,75.0761745,75.9570132,"259007027","relation","1948563","10","Jalandhar, Punjab, India","boundary","administrative","0.72282893148684","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"58","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"59","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"60","Jalpaiguri, India",26.62648365,88.7340770146899,26.2591535,26.9937545,88.3901429,89.12413,"257968143","relation","556150","10","Jalpaiguri, West Bengal, India","boundary","administrative","0.67589169041448","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"61","Kanpur, India",26.4609135,80.3217588,26.3009135,26.6209135,80.1617588,80.4817588,"11950093","node","1180652177","16","Kanpur, Kanpur Nagar, Uttar Pradesh, 208012, India","place","city","0.78633472034942","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"62","Uttar Pradesh, India",27.1303344,80.859666,23.8706272,30.4063828,77.0838761,84.6345091,"258731055","relation","1942587","8","Uttar Pradesh, India","boundary","administrative","0.97851130320284","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"63","Jharkhand, India",23.4559809,85.2557301,21.9697332,25.3449181,83.3281137,87.9639244,"259295638","relation","1960191","8","Jharkhand, India","boundary","administrative","0.83133581138247","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"64","Greater Faridabad, India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Lucknow, India",26.8381,80.9346001,26.6781,26.9981,80.7746001,81.0946001,"611188","node","245753718","16","Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India","place","city","0.81021474733207","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"66","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"67","Rohini, New Delhi",28.7162092,77.1170743,28.6950128,28.7852605,77.0312591,77.1455216,"259069983","relation","3509673","18","Rohini, Rohini Tehsil, North West Delhi, Delhi, India","boundary","administrative","0.53971103368473","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"68","Jaipur, India",26.9154576,75.8189817,26.7554576,27.0754576,75.6589817,75.9789817,"1285344","node","315734346","16","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","place","city","0.77838129551265","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"69","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"70","Lucknow, India",26.8381,80.9346001,26.6781,26.9981,80.7746001,81.0946001,"611188","node","245753718","16","Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India","place","city","0.81021474733207","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"71","Panvel, India",18.96558885,73.1028813058249,18.8055576,19.1260162,72.9517239,73.2805797,"259740007","relation","10353552","12","Panvel, Raigad, Maharashtra, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"72","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"73","Indore, India",22.7203616,75.8681996,22.5603616,22.8803616,75.7081996,76.0281996,"629185","node","245709027","16","Indore, Madhya Pradesh, 452001, India","place","city","0.73740556789848","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"74","Bengaluru South, India",12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,"259821390","relation","7902476","16","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","boundary","administrative","0.82943482389756","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"75","Jaipur, India",26.9154576,75.8189817,26.7554576,27.0754576,75.6589817,75.9789817,"1285344","node","315734346","16","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","place","city","0.77838129551265","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"76","Sitapur, India",27.5046392,80.8294658342082,27.101463,27.9076155,80.299437,81.4153003,"258888939","relation","1959019","10","Sitapur, Uttar Pradesh, India","boundary","administrative","0.77328307737701","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"77","Mathura, India",27.633333,77.583333,27.2332014,27.9663563,77.2833037,77.9894328,"258361720","relation","1958146","10","Mathura, Uttar Pradesh, India","boundary","administrative","0.72003148984712","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"78","Gurgaon, India",28.42826235,77.0027001465775,28.3153915,28.5409048,76.8656338,77.1265409,"259030768","relation","10398244","12","Gurgaon, Gurugram, Haryana, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"79","Gurgaon, India",28.42826235,77.0027001465775,28.3153915,28.5409048,76.8656338,77.1265409,"259030768","relation","10398244","12","Gurgaon, Gurugram, Haryana, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"80","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"81","Tamil Nadu, India",10.9094334,78.3665347,8.0768938,13.5625238,76.2328863,80.3592991,"258585903","relation","96905","8","Tamil Nadu, India","boundary","administrative","0.97140229929741","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"82","Peddapuram, India",17.09813605,82.1323697277224,17.017517,17.1781872,82.0303201,82.1851156,"259727033","relation","10139058","12","Peddapuram, East Godavari, Andhra Pradesh, India","boundary","administrative","0.55648735481596","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"83","Muzaffarnagar, India",29.44800635,77.7406850256867,29.1844259,29.7142973,77.2769138,78.1142514,"258888627","relation","1958011","10","Muzaffarnagar, Uttar Pradesh, India","boundary","administrative","0.72190451705089","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"84","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"85","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"86","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"87","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"88","Bengaluru South, India",12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,"259821390","relation","7902476","16","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","boundary","administrative","0.82943482389756","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"89","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"90","Gurgaon, India",28.42826235,77.0027001465775,28.3153915,28.5409048,76.8656338,77.1265409,"259030768","relation","10398244","12","Gurgaon, Gurugram, Haryana, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"91","New Delhi, India",28.6138954,77.2090057,28.4812633,28.6456842,77.0503708,77.2551392,"258989240","relation","2763541","10","New Delhi, Delhi, India","boundary","administrative","0.99480434454149","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"92","Trivandrum, India",8.57697055,77.0501246373072,8.2924566,8.8620052,76.6704297,77.2834268,"256768203","relation","1818784","10","Thiruvananthapuram, Kerala, India","boundary","administrative","0.53518432933659","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"93","Mylapore Tiruvallike, India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Sholinganallur, India",12.9174426,80.2164901823086,12.8514482,12.9843777,80.1715886,80.2669728,"259660609","relation","10326119","12","Sholinganallur, Tamil Nadu, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"95","Noida, India",28.5707841,77.3271074,28.4107841,28.7307841,77.1671074,77.4871074,"304032052","node","313255437","16","Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India","place","city","0.67833656527123","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"96","Trivandrum, India",8.57697055,77.0501246373072,8.2924566,8.8620052,76.6704297,77.2834268,"256768203","relation","1818784","10","Thiruvananthapuram, Kerala, India","boundary","administrative","0.53518432933659","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"97","Tirupati, India",13.6316368,79.4231711,13.4716368,13.7916368,79.2631711,79.5831711,"1390839","node","335868152","16","Tirupati, Tirupati (Urban), Chittoor, Andhra Pradesh, 517500, India","place","city","0.65504820152981","https://nominatim.openstreetmap.org/ui/mapicons//poi_place_city.p.20.png"
"98","Kharagpur, India",25.13317305,86.5250403633979,24.9841325,25.2818379,86.3840818,86.6288066,"259738572","relation","10293716","12","Kharagpur, Munger, Bihar, India","boundary","administrative","0.67","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"99","Bengaluru South, India",12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,"259821390","relation","7902476","16","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","boundary","administrative","0.82943482389756","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"100","Bengaluru South, India",12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,"259821390","relation","7902476","16","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","boundary","administrative","0.82943482389756","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
"101","Mumbai, India",19.0759899,72.8773928,18.8939566,19.2701767,72.776333,72.9797315,"302040990","relation","7888990","16","Mumbai, Mumbai Suburban, Maharashtra, India","boundary","administrative","0.87994991019715","https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png"
